paraphrase_pair_id	Short Utterance (1)	Short Utterance (2)	Exact_paraphrase_or_not(1)	Exact_paraphrase_or_not(2)	Both annotations are same	Either annotated ‘yes’
762	i could have asked for more	i think i could have asked for better	n	n	1	0
763	i do a lot of training of our customers for new products	i do a lot of training for new products	n	n	1	0
764	i do a lot of training for new products	i train my customers for new products	n	n	1	0
765	i do a lot of training of our customers for new products	i train my customers for new products	y	y	1	1
766	i do really read the books or things like that	i like reading books	n	n	1	0
767	i do really read the books or things like that	i read a lot	n	y	0	1
768	i like reading books	i read a lot	n	n	1	0
769	i do think this place is a very good place for him	i think this is a good place for him	y	n	0	1
770	i do think this place is a very good place for him	this place is a good place for him	y	n	0	1
771	i think this is a good place for him	this place is a good place for him	y	n	0	1
772	i guess i have ever had any trouble with that	i have had no problems with that	n	n	1	0
773	i guess i have ever had any trouble with that	i have never had trouble with that	n	n	1	0
774	i have had no problems with that	i have never had trouble with that	y	y	1	1
775	and did really put them draft for any particular spot	they drafted for any spot they wanted	n	n	1	0
776	and did really put them draft for any particular spot	they put them draft for any spot	n	n	1	0
777	they drafted for any spot they wanted	they put them draft for any spot	n	n	1	0
778	i have been at home for nine years	i have been living at home for the last nine years	y	n	0	1
779	i have stayed home for about the last nine years	i have been at home for nine years	y	y	1	1
780	i have stayed home for about the last nine years	i have been living at home for the last nine years	y	y	1	1
781	i think it was a little early part of the summer	i believe it was early in the summer	y	y	1	1
782	i believe it was early in the summer	it was early in the summer	y	n	0	1
783	i think it was a little early part of the summer	it was early in the summer	y	n	0	1
784	i was raised in a generation we did need all those things	we did need all those things when i was a child	y	y	1	1
785	i was raised in a generation we did need all those things	we did need all those things when i was young	y	y	1	1
786	we did need all those things when i was a child	we did need all those things when i was young	y	y	1	1
787	in europe there a lot of dependency on nuclear power	nuclear power is a lot dependent in europe	n	n	1	0
788	in europe there a lot of dependency on nuclear power	there is a lot of dependence on nuclear power	n	n	1	0
789	nuclear power is a lot dependent in europe	there is a lot of dependence on nuclear power	n	n	1	0
790	in the future i think maybe to help in some ways	in the future i think maybe to help	y	n	0	1
791	in the future i think maybe to help	maybe in the future ill be able to help	y	n	0	1
792	in the future i think maybe to help in some ways	maybe in the future ill be able to help	y	y	1	1
793	a lot of people just do have time to read nowadays	a lot of people have time to read	y	n	0	1
794	a lot of people have time to read	a lot of people read	n	n	1	0
795	a lot of people just do have time to read nowadays	a lot of people read	n	n	1	0
796	they decided if they can test them	they decided if they can test them or not	y	y	1	1
797	they have ruled on whether they can test them or not	they decided if they can test them	y	y	1	1
798	they have ruled on whether they can test them or not	they decided if they can test them or not	y	y	1	1
799	there is a basis for the discussion	we have a basis for the conversation	y	n	0	1
800	we have a little bit of a basis for conversation	there is a basis for the discussion	y	n	0	1
801	we have a little bit of a basis for conversation	we have a basis for the conversation	y	n	0	1
802	there is a good size pantry in our kitchen	we have a pantry in the kitchen	n	n	1	0
803	we have a pretty good size pantry in our kitchen	there is a good size pantry in our kitchen	y	n	0	1
804	we have a pretty good size pantry in our kitchen	we have a pantry in the kitchen	n	n	1	0
805	hundreds of thousands of people is what it seemed like	it seemed like a lot of people	y	y	1	1
806	hundreds of thousands of people is what it seemed like	it seemed like there were hundreds of thousands of people	y	n	0	1
807	it seemed like a lot of people	it seemed like there were hundreds of thousands of people	y	y	1	1
808	the outer banks of north carolina are where we were recently	we were at the outer banks of north carolina recently	y	y	1	1
809	we were just out recently at the outer banks of north carolina	the outer banks of north carolina are where we were recently	y	y	1	1
810	we were just out recently at the outer banks of north carolina	we were at the outer banks of north carolina recently	y	y	1	1
811	i went back to work a year and a half ago	returned to work about a year and a half ago	y	y	1	1
812	went back to work about a year and a half ago	i went back to work a year and a half ago	y	y	1	1
813	went back to work about a year and a half ago	returned to work about a year and a half ago	y	y	1	1
814	does it get crowded on weekends	it is crowded on the weekends	y	n	0	1
815	when you there on weekends is it crowded as hell	does it get crowded on weekends	n	y	0	1
816	when you there on weekends is it crowded as hell	it is crowded on the weekends	n	n	1	0
817	he was able to do that for the first year	it was the first year he was able to	y	y	1	1
818	which was really the first year he was really able to	he was able to do that for the first year	y	n	0	1
819	which was really the first year he was really able to	it was the first year he was able to	y	n	0	1
820	in the big ones you dont hear about it	you dont hear much about it in the big ones	n	y	0	1
821	you never hear about it really in the big ones	in the big ones you dont hear about it	y	y	1	1
822	you never hear about it really in the big ones	you dont hear much about it in the big ones	n	n	1	0
823	i do a lot of work with the boy scouts	i help with the boy scouts	n	n	1	0
824	i do a lot of work with the boy scouts	i work for the boy scouts	n	n	1	0
825	i help with the boy scouts	i work for the boy scouts	n	n	1	0
826	i do know if you have had that problem there or not	i am aware if you have had that problem	y	y	1	1
827	i am aware if you have had that problem	i know if you have had that issue there	y	y	1	1
828	i do know if you have had that problem there or not	i know if you have had that issue there	y	y	1	1
829	i do usually use the colors they tell me to	i use the colors that they tell me	y	n	0	1
830	i do usually use the colors they tell me to	i use the colors they tell me to use	y	n	0	1
831	i use the colors that they tell me	i use the colors they tell me to use	y	y	1	1
832	i know it too bad that they gotten so expensive	i know its bad that they got so expensive	y	n	0	1
833	i know it too bad that they gotten so expensive	i know its too bad that they cost so much	y	n	0	1
834	i know its bad that they got so expensive	i know its too bad that they cost so much	y	y	1	1
835	i was just pissed as hell that they could do that	i was angry that they were capable of doing that	y	n	0	1
836	i was angry that they were capable of doing that	i was mad that they could do that	y	y	1	1
837	i was just pissed as hell that they could do that	i was mad that they could do that	y	n	0	1
838	only the guns were in the hands of the criminals	the criminals had the guns	n	n	1	0
839	only the guns were in the hands of the criminals	the guns were in the hands of criminals	n	n	1	0
840	the criminals had the guns	the guns were in the hands of criminals	y	y	1	1
841	so far they have run into the real psychos yet	the real psychos have yet to be encountered	n	n	1	0
842	so far they have run into the real psychos yet	they have yet to run into the real psychos	y	n	0	1
843	the real psychos have yet to be encountered	they have yet to run into the real psychos	y	y	1	1
844	sometimes i think they carry it a little bit too far	i think they carry it a bit too far	n	n	1	0
845	i think they carry it a bit too far	sometimes they carry it too far	n	n	1	0
846	sometimes i think they carry it a little bit too far	sometimes they carry it too far	y	n	0	1
847	the city government wanted to institute the random drug testing	random drug testing was wanted by the city	y	y	1	1
848	random drug testing was wanted by the city	the city wanted to randomly test for drugs	y	y	1	1
849	the city government wanted to institute the random drug testing	the city wanted to randomly test for drugs	y	y	1	1
850	the deal the iraqis have with the russians was for oil	the deal the iraqis had with the russians was for oil	n	y	0	1
851	the deal the iraqis had with the russians was for oil	the iraqis had a deal with the russians	n	n	1	0
852	the deal the iraqis have with the russians was for oil	the iraqis had a deal with the russians	n	n	1	0
853	does it just want to sniff around and play when it outside	does it just want to sniff and play	n	n	1	0
854	does it just want to sniff and play	does it want to play when it is outside	n	n	1	0
855	does it just want to sniff around and play when it outside	does it want to play when it is outside	n	n	1	0
856	he really wished he could be here rather than there	he wished he could be here	n	y	0	1
857	he really wished he could be here rather than there	he would have preferred to be here rather than there	y	y	1	1
858	he wished he could be here	he would have preferred to be here rather than there	y	y	1	1
859	i also have a part time job at a law firm	i am employed at a law firm	n	n	1	0
860	i also have a part time job at a law firm	i have a part time job at the law firm	y	n	0	1
861	i am employed at a law firm	i have a part time job at the law firm	n	n	1	0
862	i do know if your campus was anything like ours	i am aware that your campus was similar to ours	n	n	1	0
863	i am aware that your campus was similar to ours	i know if your campus was like us	n	n	1	0
864	i do know if your campus was anything like ours	i know if your campus was like us	n	y	0	1
865	i guess that the best i ever got was lousy	i think that the best i ever got was bad	y	y	1	1
866	i guess that the best i ever got was lousy	the worst i ever got was lousy	n	n	1	0
867	i think that the best i ever got was bad	the worst i ever got was lousy	y	n	0	1
868	i notice the plastic have sort of faded away the milk jugs	i notice the plastic has faded	n	n	1	0
869	i notice the plastic has faded	the plastic jugs have faded a bit	n	n	1	0
870	i notice the plastic have sort of faded away the milk jugs	the plastic jugs have faded a bit	n	n	1	0
871	lately i have been catching it because of my work schedule	i caught it because of my work schedule	y	n	0	1
872	i caught it because of my work schedule	my work schedule has made me catch it lately	y	n	0	1
873	lately i have been catching it because of my work schedule	my work schedule has made me catch it lately	y	y	1	1
874	our friend the president right now says no new taxes	the president says no new taxes at the moment	n	n	1	0
875	our friend the president right now says no new taxes	the president says there are no new taxes right now	n	n	1	0
876	the president says no new taxes at the moment	the president says there are no new taxes right now	y	y	1	1
877	i guess some of it falls in the rap category	it kind of falls in the rap category	y	n	0	1
878	some of it kind of falls in the rap category i guess	i guess some of it falls in the rap category	y	n	0	1
879	some of it kind of falls in the rap category i guess	it kind of falls in the rap category	y	n	0	1
880	sounds like you all pretty much do it the same we do	sounds like you all do the same thing	n	n	1	0
881	sounds like you all do the same thing	we do it the same as you	n	n	1	0
882	sounds like you all pretty much do it the same we do	we do it the same as you	y	n	0	1
883	the appeal procedure is the only thing i can possibly think of	the appeal procedure is the only thing i could think of	y	y	1	1
884	the appeal procedure is the only thing i can possibly think of	the only thing i can think of is an appeal procedure	y	y	1	1
885	the appeal procedure is the only thing i could think of	the only thing i can think of is an appeal procedure	n	y	0	1
886	at that stage of life you only have so much money left	you only have a limited amount of money left	n	n	1	0
887	at that stage of life you only have so much money left	you only have so much money left at that point in your life	y	y	1	1
888	you only have a limited amount of money left	you only have so much money left at that point in your life	n	n	1	0
889	they decided not to worry about being identified	they decided that they were not worried about being identified	y	y	1	1
890	they decided they completely unworried about being identified or anything	they decided not to worry about being identified	y	y	1	1
891	they decided they completely unworried about being identified or anything	they decided that they were not worried about being identified	y	y	1	1
892	they have made a substantial amount of money from it	they have made money from it	n	n	1	0
893	they have made a substantial amount of money from it	they made a lot of money from it	y	y	1	1
894	they have made money from it	they made a lot of money from it	n	n	1	0
895	they give more information than opinions	they seem to give more facts than opinions	y	n	0	1
896	they seem to give more of just the facts than opinions	they give more information than opinions	y	n	0	1
897	they seem to give more of just the facts than opinions	they seem to give more facts than opinions	y	n	0	1
898	they way behind schedule on that particular part of it	that part of it is behind schedule	y	n	0	1
899	that part of it is behind schedule	they were way behind schedule on that part	y	n	0	1
900	they way behind schedule on that particular part of it	they were way behind schedule on that part	n	n	1	0
